"idC" "idL" "idD" "id" "year" "DOY" "sp" "tree" "phase" "date" "TWood" "type" "Cells" "X" "Y" "Area.zone" "Area.v" "X.v" "Y.v" "Feret.v" "FeretX.v" "FeretY.v" "FeretAngle.v" "MinFeret.v" "X.cor" "Y.cor"
362 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 87.533 767.568 572852.466 NA NA NA NA NA NA NA NA 61.5582551458245 760.376969858414
363 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 101.482 768.963 572852.466 NA NA NA NA NA NA NA NA 75.5241280120318 761.591474319063
364 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 115.432 770.009 572852.466 NA NA NA NA NA NA NA NA 89.486487766032 762.456995029313
365 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 180.645 771.404 572852.466 NA NA NA NA NA NA NA NA 154.71207429865 763.008588607898
366 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 72.537 771.752 572852.466 NA NA NA NA NA NA NA NA 46.6176136232952 764.754538006972
367 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Axial Parenchyma" "06_Mature Axial Parenchyma" 260.506 774.978 572852.466 NA NA NA NA NA NA NA NA 234.612613402227 765.549582106087
368 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 142.982 775.937 572852.466 NA NA NA NA NA NA NA NA 117.110841059152 768.028241670496
369 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 195.99 776.635 572852.466 NA NA NA NA NA NA NA NA 170.123434961789 768.040720214946
370 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 78.117 781.168 572852.466 NA NA NA NA NA NA NA NA 52.3189083159469 774.097593975313
371 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 122.755 781.168 572852.466 NA NA NA NA NA NA NA NA 96.9531760016767 773.520365979963
372 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 95.205 782.563 572852.466 NA NA NA NA NA NA NA NA 69.4235187211457 775.271507041244
373 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 109.154 783.609 572852.466 NA NA NA NA NA NA NA NA 83.3848785587589 776.137040682809
374 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 86.486 796.861 572852.466 NA NA NA NA NA NA NA NA 60.890139670239 789.68105967044
375 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 101.133 796.861 572852.466 NA NA NA NA NA NA NA NA 75.5359149915546 789.491654713948
376 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Vessel" "07_Mature Vessels" 232.956 797.646 572852.466 2875.566 235.508 799.248 69.589 2316 24203 32.256 57.867 207.358043964903 788.571944469365
377 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 127.289 797.908 572852.466 NA NA NA NA NA NA NA NA 101.703267097363 790.200335721623
378 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 72.537 798.954 572852.466 NA NA NA NA NA NA NA NA 46.9693712273433 791.954263567867
379 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 65.562 808.021 572852.466 NA NA NA NA NA NA NA NA 40.1122026518218 801.110701364679
380 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 95.205 808.021 572852.466 NA NA NA NA NA NA NA NA 69.752724113538 800.727378423101
381 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 106.016 809.765 572852.466 NA NA NA NA NA NA NA NA 80.5853723857347 802.331432166239
382 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 82.999 810.113 572852.466 NA NA NA NA NA NA NA NA 57.5747970019795 802.9770431238
383 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 118.221 811.857 572852.466 NA NA NA NA NA NA NA NA 92.8164041987775 804.265430560327
384 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Axial Parenchyma" "06_Mature Axial Parenchyma" 70.445 822.406 572852.466 NA NA NA NA NA NA NA NA 45.1808113220696 815.43135498621
385 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 85.789 824.063 572852.466 NA NA NA NA NA NA NA NA 60.5449555525041 816.889798357209
386 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 115.083 824.063 572852.466 NA NA NA NA NA NA NA NA 89.8365061951352 816.510988444225
387 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Vessel" "07_Mature Vessels" 172.276 826.94 572852.466 6473.215 174.805 826.116 98.63 1863 24221 73.199 84.245 147.061927510888 818.6481672469
388 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 102.528 829.643 572852.466 NA NA NA NA NA NA NA NA 77.3547126878032 822.252874531594
389 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 61.726 830.34 572852.466 NA NA NA NA NA NA NA NA 36.5651373887219 823.477439728135
390 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 226.33 837.14 572852.466 NA NA NA NA NA NA NA NA 201.243307300238 828.148325146757
391 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 242.023 839.233 572852.466 NA NA NA NA NA NA NA NA 216.962060402671 830.03821903392
392 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 127.289 840.105 572852.466 NA NA NA NA NA NA NA NA 102.248929755183 832.393807506531
393 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 96.251 840.802 572852.466 NA NA NA NA NA NA NA NA 71.2225380593875 833.492111352954
394 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 117.873 840.802 572852.466 NA NA NA NA NA NA NA NA 92.8427301804693 833.212510481153
395 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 65.911 846.033 572852.466 NA NA NA NA NA NA NA NA 40.9527185795414 839.115010041133
396 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 82.65 848.823 572852.466 NA NA NA NA NA NA NA NA 57.7263973487169 841.688319495612
397 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 56.495 850.218 572852.466 NA NA NA NA NA NA NA NA 31.5916234281391 843.421421373832
398 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 240.976 851.787 572852.466 NA NA NA NA NA NA NA NA 216.077487661658 842.604708442895
399 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 225.283 852.833 572852.466 NA NA NA NA NA NA NA NA 200.399325953942 843.853552094722
400 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 109.154 855.1 572852.466 NA NA NA NA NA NA NA NA 84.3093511295627 847.622063110348
401 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 94.507 855.1 572852.466 NA NA NA NA NA NA NA NA 69.6635758082471 847.81146806684
402 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 129.73 858.239 572852.466 NA NA NA NA NA NA NA NA 104.924222104494 850.494725932007
403 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 141.587 860.68 572852.466 NA NA NA NA NA NA NA NA 116.811796043433 852.78219524246
404 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 103.575 861.726 572852.466 NA NA NA NA NA NA NA NA 78.8165004928518 854.319652891963
405 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 246.556 861.901 572852.466 NA NA NA NA NA NA NA NA 221.787808411498 852.645706049405
406 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 66.957 865.562 572852.466 NA NA NA NA NA NA NA NA 42.2511667519608 858.628851009624
407 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 89.276 866.609 572852.466 NA NA NA NA NA NA NA NA 64.5818396806075 859.387149469204
408 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 204.708 871.665 572852.466 NA NA NA NA NA NA NA NA 180.069568795793 862.950039281917
409 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 234.699 872.711 572852.466 NA NA NA NA NA NA NA NA 210.071587314675 863.608128783927
410 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 145.074 873.235 572852.466 NA NA NA NA NA NA NA NA 120.460857132678 865.291053990042
411 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Axial Parenchyma" "06_Mature Axial Parenchyma" 163.906 875.763 572852.466 NA NA NA NA NA NA NA NA 139.323972895703 867.57532011086
412 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 218.309 876.199 572852.466 NA NA NA NA NA NA NA NA 193.72806215402 867.307781378838
413 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 227.724 880.035 572852.466 NA NA NA NA NA NA NA NA 203.191879458812 871.021712318088
414 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 112.99 880.558 572852.466 NA NA NA NA NA NA NA NA 88.4742357827297 873.028329971613
415 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 133.566 881.255 572852.466 NA NA NA NA NA NA NA NA 109.057528488817 873.459196976063
416 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 238.884 885.266 572852.466 NA NA NA NA NA NA NA NA 214.418590042091 876.107961474321
417 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Axial Parenchyma" "06_Mature Axial Parenchyma" 195.641 887.62 572852.466 NA NA NA NA NA NA NA NA 171.209646029524 879.020953461756
418 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 187.271 891.194 572852.466 NA NA NA NA NA NA NA NA 162.886562386122 882.702889727491
419 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 230.514 893.984 572852.466 NA NA NA NA NA NA NA NA 206.162025078022 884.933467635109
420 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 131.125 897.472 572852.466 NA NA NA NA NA NA NA NA 106.826439707504 889.706406362598
421 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Vessel" "07_Mature Vessels" 162.511 900.174 572852.466 1227.964 163.126 896.528 44.701 1647 23003 24.916 37.123 138.244755842361 892.002318218523
422 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 195.292 900.262 572852.466 NA NA NA NA NA NA NA NA 171.024152882315 891.666409455603
423 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 122.058 901.308 572852.466 NA NA NA NA NA NA NA NA 97.8098023465924 893.659333847617
424 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Vessel" "07_Mature Vessels" 76.024 906.452 572852.466 3874.685 77.052 909.348 81.538 768 22253 98.485 63.852 51.8461700638555 899.398183852396
425 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 139.843 906.539 572852.466 NA NA NA NA NA NA NA NA 115.660958994166 898.65991304845
426 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 234.002 906.888 572852.466 NA NA NA NA NA NA NA NA 209.816599112249 897.791284270462
427 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Axial Parenchyma" "06_Mature Axial Parenchyma" 220.75 910.636 572852.466 NA NA NA NA NA NA NA NA 196.614173715844 901.710336662605
428 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 124.499 915.955 572852.466 NA NA NA NA NA NA NA NA 100.440003203906 908.273543831403
429 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 192.851 917.001 572852.466 NA NA NA NA NA NA NA NA 168.799814246922 908.435575196185
430 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 209.59 918.047 572852.466 NA NA NA NA NA NA NA NA 185.550940804441 909.265030471626
431 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 173.67 920.139 572852.466 NA NA NA NA NA NA NA NA 149.660996490065 911.821348353061
432 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 136.356 920.139 572852.466 NA NA NA NA NA NA NA NA 112.350116423186 912.303867404508
433 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 152.049 921.883 572852.466 NA NA NA NA NA NA NA NA 128.064356497026 913.844790472586
434 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 185.179 926.765 572852.466 NA NA NA NA NA NA NA NA 161.254717075491 918.297967840654
435 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 229.468 927.812 572852.466 NA NA NA NA NA NA NA NA 205.553553027917 918.772165331153
436 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 115.78 928.509 572852.466 NA NA NA NA NA NA NA NA 91.8840719413433 920.93924228156
437 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 161.116 929.904 572852.466 NA NA NA NA NA NA NA NA 137.234320448305 921.747871588976
438 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 234.002 933.391 572852.466 NA NA NA NA NA NA NA NA 210.159317727795 924.2920682768
439 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 209.241 934.089 572852.466 NA NA NA NA NA NA NA NA 185.40941412491 925.310202181489
440 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 147.515 935.484 572852.466 NA NA NA NA NA NA NA NA 123.706614400105 927.503283830813
441 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 226.33 941.412 572852.466 NA NA NA NA NA NA NA NA 202.591681276023 932.411606658617
442 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 151.351 948.387 572852.466 NA NA NA NA NA NA NA NA 127.709146405716 940.355600452499
443 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 141.935 949.085 572852.466 NA NA NA NA NA NA NA NA 118.302959762316 941.175303343507
444 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 225.632 955.013 572852.466 NA NA NA NA NA NA NA NA 202.069618439877 946.020495496252
445 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 53.705 956.757 572852.466 NA NA NA NA NA NA NA NA 30.1795459729074 949.987591701288
446 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 227.724 970.357 572852.466 NA NA NA NA NA NA NA NA 204.359861603979 961.336160230415
447 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Vessel" "07_Mature Vessels" 185.527 973.06 572852.466 4507.403 187.11 973.013 85.856 1918 22432 63.201 68.823 162.201343160874 964.584596882467
448 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 50.218 976.286 572852.466 NA NA NA NA NA NA NA NA 26.945373162769 969.560050316244
449 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 61.378 979.076 572852.466 NA NA NA NA NA NA NA NA 38.1405184085186 972.205503571656
450 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 149.608 981.081 572852.466 NA NA NA NA NA NA NA NA 126.389068523726 973.069406091487
451 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Vessel" "07_Mature Vessels" 104.272 983.522 572852.466 5285.491 106.8 982.162 90.559 927 21461 117.897 74.961 81.0884245373555 976.096456044846
452 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 226.678 985.702 572852.466 NA NA NA NA NA NA NA NA 203.512380076791 976.693403344369
453 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 50.567 998.256 572852.466 NA NA NA NA NA NA NA NA 27.5784449509349 991.52370031143
454 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 150.305 1004.534 572852.466 NA NA NA NA NA NA NA NA 127.389288353286 996.511431991407
455 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 64.167 1007.323 572852.466 NA NA NA NA NA NA NA NA 41.2945560392399 1000.41407632222
456 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 160.767 1008.021 572852.466 NA NA NA NA NA NA NA NA 137.895505086739 999.862853025791
457 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 224.586 1008.021 572852.466 NA NA NA NA NA NA NA NA 201.709168992729 999.03758949617
458 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 139.843 1009.765 572852.466 NA NA NA NA NA NA NA NA 116.995806815483 1001.87728201944
459 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 175.065 1018.134 572852.466 NA NA NA NA NA NA NA NA 152.323083967682 1009.79011552026
460 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 210.985 1018.745 572852.466 NA NA NA NA NA NA NA NA 188.247981623862 1009.93657163306
461 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Axial Parenchyma" "06_Mature Axial Parenchyma" 161.116 1021.011 572852.466 NA NA NA NA NA NA NA NA 138.41245367498 1012.84725386515
