"idL" "idD" "id" "date" "year" "DOY" "sp" "tree" "TWood" "phase" "type" "Cells" "X" "Y" "Area.zone" "idC" "Area.v" "X.v" "Y.v" "Feret.v" "FeretX.v" "FeretY.v" "FeretAngle.v" "MinFeret.v" "feature" "X.cor" "Y.cor"
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 442.507 1372.752 810683.9 742 NA NA NA NA NA NA NA NA NA 365.727762960848 1282.28985642634
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 170.572 1426.703 810683.9 796 NA NA NA NA NA NA NA NA NA 88.4928953099974 1281.86232325174
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 116.621 1437.057 810683.9 809 NA NA NA NA NA NA NA NA NA 33.5590008125758 1281.434593961
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 414.169 1377.112 810683.9 750 NA NA NA NA NA NA NA NA NA 337.085001423916 1281.00764913481
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 229.973 1413.624 810683.9 786 NA NA NA NA NA NA NA NA NA 149.305370958186 1280.68680313772
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 394.005 1379.292 810683.9 752 NA NA NA NA NA NA NA NA NA 316.885039504683 1279.19082925889
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 211.444 1414.169 810683.9 788 NA NA NA NA NA NA NA NA NA 131.029308324659 1277.587383738
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 474.114 1359.673 810683.9 726 NA NA NA NA NA NA NA NA NA 399.285979308883 1275.66348445229
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 386.921 1375.477 810683.9 745 NA NA NA NA NA NA NA NA NA 310.686789053641 1274.06062727981
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 313.351 1390.191 810683.9 764 NA NA NA NA NA NA NA NA NA 235.659815930637 1274.06062727981
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 364.033 1379.292 810683.9 751 NA NA NA NA NA NA NA NA NA 287.495075492875 1273.31283645653
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Axial Parenchyma" "06_Mature Axial Parenchyma" 495.368 1352.589 810683.9 721 NA NA NA NA NA NA NA NA NA 421.516527691337 1272.88530328192
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 345.504 1379.837 810683.9 753 NA NA NA NA NA NA NA NA NA 269.219012859348 1270.2134170568
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 111.172 1426.703 810683.9 795 NA NA NA NA NA NA NA NA NA 30.2464031739567 1270.21302482453
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 236.512 1400.545 810683.9 774 NA NA NA NA NA NA NA NA NA 158.282390928001 1269.14419188803
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 180.926 1411.444 810683.9 785 NA NA NA NA NA NA NA NA NA 101.638363732175 1268.93022918459
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 150.954 1416.894 810683.9 789 NA NA NA NA NA NA NA NA NA 71.1795667838634 1268.39640106475
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 128.61 1419.074 810683.9 791 NA NA NA NA NA NA NA NA NA 48.8419389916242 1266.15204801422
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 455.041 1353.678 810683.9 722 NA NA NA NA NA NA NA NA NA 381.759080311584 1266.04438025603
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 195.64 1404.36 810683.9 779 NA NA NA NA NA NA NA NA NA 117.45591449561 1264.86944849042
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 396.185 1360.218 810683.9 728 NA NA NA NA NA NA NA NA NA 322.763424539315 1260.91476662536
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 434.332 1350.954 810683.9 719 NA NA NA NA NA NA NA NA NA 361.986455450817 1259.31190945288
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 346.049 1368.392 810683.9 738 NA NA NA NA NA NA NA NA NA 271.997978494256 1259.09755451717
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 220.163 1393.46 810683.9 767 NA NA NA NA NA NA NA NA NA 143.640360278584 1258.99047510738
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 300.817 1377.112 810683.9 748 NA NA NA NA NA NA NA NA NA 225.934220672999 1258.77749298462
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 383.651 1359.673 810683.9 727 NA NA NA NA NA NA NA NA NA 310.579709643855 1257.92223051929
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 160.218 1402.18 810683.9 775 NA NA NA NA NA NA NA NA NA 83.1493189758873 1255.78495687855
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 103.542 1411.444 810683.9 784 NA NA NA NA NA NA NA NA NA 25.7571087245086 1253.75397818306
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 330.245 1365.668 810683.9 737 NA NA NA NA NA NA NA NA NA 257.035101847753 1253.32703335686
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 118.256 1403.27 810683.9 776 NA NA NA NA NA NA NA NA NA 41.7884260752443 1248.62436455238
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 461.035 1334.06 810683.9 704 NA NA NA NA NA NA NA NA NA 391.484087220816 1247.98286867435
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 198.91 1386.376 810683.9 758 NA NA NA NA NA NA NA NA NA 124.189365879444 1247.8759853807
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 131.335 1399.455 810683.9 768 NA NA NA NA NA NA NA NA NA 55.361623788158 1247.4484522061
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 315.531 1361.853 810683.9 731 NA NA NA NA NA NA NA NA NA 243.355020841189 1246.70046526668
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 180.926 1388.556 810683.9 760 NA NA NA NA NA NA NA NA NA 106.127069833217 1246.48669867938
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 238.692 1376.567 810683.9 747 NA NA NA NA NA NA NA NA NA 165.122529489351 1246.05936162091
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 403.815 1342.234 810683.9 709 NA NA NA NA NA NA NA NA NA 333.772207669162 1244.77636986484
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 109.537 1400.545 810683.9 771 NA NA NA NA NA NA NA NA NA 33.7731596321467 1244.24234562886
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 364.033 1349.319 810683.9 716 NA NA NA NA NA NA NA NA NA 293.373264411372 1243.92189186404
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 144.959 1389.646 810683.9 761 NA NA NA NA NA NA NA NA NA 70.6447580833415 1240.50182258337
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 421.253 1332.425 810683.9 701 NA NA NA NA NA NA NA NA NA 352.795276661431 1238.57772718153
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Axial Parenchyma" "06_Mature Axial Parenchyma" 476.839 1320.436 810683.9 695 NA NA NA NA NA NA NA NA NA 409.653070444558 1237.72285694846
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 214.714 1372.207 810683.9 741 NA NA NA NA NA NA NA NA NA 142.465232396836 1237.08155718656
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 337.33 1346.049 810683.9 711 NA NA NA NA NA NA NA NA NA 267.830118390299 1235.47850389794
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 158.583 1381.471 810683.9 754 NA NA NA NA NA NA NA NA NA 85.6074386137093 1235.15746178472
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 436.512 1324.796 810683.9 697 NA NA NA NA NA NA NA NA NA 369.254127186768 1234.08941331275
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 189.646 1373.842 810683.9 743 NA NA NA NA NA NA NA NA NA 117.563386137666 1233.76856731567
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 129.155 1385.286 810683.9 757 NA NA NA NA NA NA NA NA NA 56.0027274339247 1233.12707143763
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 228.338 1365.123 810683.9 735 NA NA NA NA NA NA NA NA NA 157.213950223768 1232.80700990508
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 249.591 1360.763 810683.9 729 NA NA NA NA NA NA NA NA NA 178.90929767343 1232.69973437916
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 116.076 1382.016 810683.9 755 NA NA NA NA NA NA NA NA NA 43.819012538465 1227.35556969665
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 165.123 1371.662 810683.9 740 NA NA NA NA NA NA NA NA NA 93.9441394022983 1226.82154546067
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 197.82 1364.578 810683.9 734 NA NA NA NA NA NA NA NA NA 127.395472456683 1226.28752122469
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 308.447 1342.234 810683.9 710 NA NA NA NA NA NA NA NA NA 240.25618978987 1226.07316628898
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 364.578 1330.245 810683.9 700 NA NA NA NA NA NA NA NA NA 297.648400041249 1225.32517934956
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 454.496 1311.172 810683.9 688 NA NA NA NA NA NA NA NA NA 389.560776283516 1224.25693476147
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 391.826 1322.616 810683.9 696 NA NA NA NA NA NA NA NA NA 325.863432287444 1223.18810182496
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Vessel" "07_Mature Vessels" 534.605 1293.188 810683.9 675 0 NA NA 0 0 0 NA 0 NA 471.641066206765 1222.33283935962
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 414.169 1317.166 810683.9 690 NA NA NA NA NA NA NA NA NA 348.84137926091 1222.22575994984
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 208.174 1356.403 810683.9 724 NA NA NA NA NA NA NA NA NA 139.151654177542 1220.30186066413
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 231.063 1350.954 810683.9 718 NA NA NA NA NA NA NA NA NA 162.664802083799 1219.44757877947
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 320.436 1329.7 810683.9 699 NA NA NA NA NA NA NA NA NA 254.470491148551 1216.13380444404
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 156.403 1361.853 810683.9 730 NA NA NA NA NA NA NA NA NA 87.317179079844 1215.49289691441
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 133.515 1364.578 810683.9 733 NA NA NA NA NA NA NA NA NA 64.3392321063786 1213.67627315463
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Axial Parenchyma" "06_Mature Axial Parenchyma" 468.12 1297.548 810683.9 677 NA NA NA NA NA NA NA NA NA 405.592093634251 1213.56938986097
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 216.894 1347.684 810683.9 715 NA NA NA NA NA NA NA NA NA 149.412254251836 1213.46231045119
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 177.112 1354.768 810683.9 723 NA NA NA NA NA NA NA NA NA 109.013507110181 1212.60685186972
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 193.46 1349.864 810683.9 717 NA NA NA NA NA NA NA NA NA 126.005793523094 1211.00419081337
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 436.512 1299.728 810683.9 678 NA NA NA NA NA NA NA NA NA 374.170366462412 1209.50821693453
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Axial Parenchyma" "06_Mature Axial Parenchyma" 373.842 1308.992 810683.9 686 NA NA NA NA NA NA NA NA NA 310.900555640942 1206.30171812502
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 456.131 1289.918 810683.9 672 NA NA NA NA NA NA NA NA NA 395.332278024497 1203.73632296128
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 110.627 1358.583 810683.9 725 NA NA NA NA NA NA NA NA NA 43.0714178313183 1203.30898590282
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 160.763 1347.684 810683.9 714 NA NA NA NA NA NA NA NA NA 94.3712803446293 1202.45411566975
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 228.338 1332.97 810683.9 702 NA NA NA NA NA NA NA NA NA 163.519672316867 1201.27839943959
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 188.011 1340.599 810683.9 708 NA NA NA NA NA NA NA NA NA 122.47962541331 1200.85047403272
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Axial Parenchyma" "06_Mature Axial Parenchyma" 339.51 1310.082 810683.9 687 NA NA NA NA NA NA NA NA NA 277.02149329582 1200.63749190996
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 145.504 1347.684 810683.9 713 NA NA NA NA NA NA NA NA NA 79.4085998142616 1199.46157956367
"Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 127.52 1347.684 810683.9 712 NA NA NA NA NA NA NA NA NA 61.7738369426361 1195.93462698935
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Axial Parenchyma" "06_Mature Axial Parenchyma" 406.54 1291.553 810683.9 674 NA NA NA NA NA NA NA NA NA 346.383651855358 1195.6139771084
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 168.392 1337.33 810683.9 707 NA NA NA NA NA NA NA NA NA 103.882716782696 1193.79735334861
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 307.357 1307.902 810683.9 685 NA NA NA NA NA NA NA NA NA 245.920416004931 1192.19410394386
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Axial Parenchyma" "06_Mature Axial Parenchyma" 475.749 1270.845 810683.9 660 NA NA NA NA NA NA NA NA NA 418.309832765692 1188.88111407297
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 452.861 1274.659 810683.9 663 NA NA NA NA NA NA NA NA NA 395.118315321062 1188.13234266901
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 464.305 1271.935 810683.9 661 NA NA NA NA NA NA NA NA NA 406.874300925785 1187.70559395895
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 137.875 1336.24 810683.9 706 NA NA NA NA NA NA NA NA NA 74.1721028899369 1186.7436443161
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 212.534 1319.891 810683.9 694 NA NA NA NA NA NA NA NA NA 150.587578249719 1185.35396538251
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 171.117 1326.431 810683.9 698 NA NA NA NA NA NA NA NA NA 108.692268880825 1183.64442103251
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 131.335 1334.06 810683.9 703 NA NA NA NA NA NA NA NA NA 68.1866384455195 1183.32337891929
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 197.82 1319.346 810683.9 693 NA NA NA NA NA NA NA NA NA 136.266197481254 1181.93389610183
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 113.351 1335.695 810683.9 705 NA NA NA NA NA NA NA NA NA 50.2312256929431 1181.39967574972
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 184.196 1317.711 810683.9 691 NA NA NA NA NA NA NA NA NA 123.227416236591 1177.65876047196
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 438.147 1264.85 810683.9 655 NA NA NA NA NA NA NA NA NA 382.613754428516 1175.62817400874
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 229.428 1306.267 810683.9 684 NA NA NA NA NA NA NA NA NA 169.825394409965 1175.30772024392
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 471.39 1256.131 810683.9 652 NA NA NA NA NA NA NA NA NA 416.921134412779 1173.59797977779
"Lz.Fa.73.06_19_18.170.M" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "M" "Fibers" "05_Mature Fibers" 560.763 1238.147 810683.9 638 NA NA NA NA NA NA NA NA NA 508.085523715629 1173.49070425187
