"idC" "idL" "idD" "id" "date" "year" "DOY" "sp" "tree" "TWood" "phase" "type" "Cells" "X" "Y" "Area.zone" "Area.v" "X.v" "Y.v" "Feret.v" "FeretX.v" "FeretY.v" "FeretAngle.v" "MinFeret.v" "feature" "X.ror" "Y.ror" "X.cor" "Y.cor" "cell.distCCcor" "cell.indexM1" "CindexM1.rel" "idSector" "cFile" "layer" "LeftInf" "LeftSup" "LeftEdge" "RightInf" "RightSup" "RightEdge" "PolySide" "pool"
"869" 869 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 558.583 1494.823 810683.9 NA NA NA NA NA NA NA NA NA 254.576786093795 1575.34168649222 455.609552739894 1424.75469659091 82.9849344314143 6 91.044776119403 "c15.l37" "15" "37" 12.6655289526364 39.3830027664851 21.5101288383063 25.6064042656378 45.0969264446465 30.8502707415177 "LeftInf" "APF"
"868" 868 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 128.61 1493.733 810683.9 NA NA NA NA NA NA NA NA NA -166.832662187756 1489.94821058195 34.2001044583425 1339.36122068063 168.378410341688 12 82.089552238806 "c2.l34" "2" "34" 21.4571559896776 18.6432659955609 5.36381845025803 29.3814825259831 26.3647867706667 20.1026769644229 "LeftEdge" "APF"
"867" 867 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 347.684 1492.098 810683.9 NA NA NA NA NA NA NA NA NA 48.3077186395078 1531.30890736646 249.340485285606 1380.72191746514 127.01771355718 9 86.5671641791045 "c9.l35" "9" "35" 26.5483546720087 14.2191049877254 8.69943093452611 31.455077621997 20.247585088476 17.9365222958349 "LeftEdge" "APF"
"866" 866 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 395.64 1491.553 810683.9 NA NA NA NA NA NA NA NA NA 95.4393288165918 1540.17943627489 296.47209546269 1389.59244637358 118.147184648745 8 88.0597014925373 "c10.l35" "10" "35" 46.4589017398608 31.3194695105504 34.5209340495979 35.3896410758636 3.69669853103167 15.9588900032201 "RightSup" "APF"
"865" 865 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 197.82 1491.553 810683.9 NA NA NA NA NA NA NA NA NA -98.539140448586 1501.38374242185 102.493626197512 1350.79675252054 156.94287850178 11 83.5820895522388 "c4.l34" "4" "34" 34.1876050550922 25.2441915549176 22.9060002681702 28.8533933590635 10.589656313288 9.36997496408232 "RightEdge" "APF"
"864" 864 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 312.807 1489.918 810683.9 NA NA NA NA NA NA NA NA NA 14.5355395880368 1522.33129904823 215.568306234135 1371.74430914692 135.995321875401 10 85.0746268656716 "c8.l35" "8" "35" 23.5272195634818 30.6255820968145 19.1555646654059 33.521372803314 35.0724467689714 28.2676588322021 "LeftEdge" "APF"
"863" 863 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 506.812 1489.373 810683.9 NA NA NA NA NA NA NA NA NA 204.879976869104 1559.84439337747 405.912743515202 1409.25740347615 98.4822275461688 7 89.5522388059701 "c13.l36" "13" "36" 35.094272830227 34.9542231367247 28.8352278918753 20.2683865035671 20.4150686528204 4.58360264870163 "RightEdge" "APF"
"862" 862 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 150.954 1488.283 810683.9 NA NA NA NA NA NA NA NA NA -143.853734633615 1488.98606482296 57.1790320124836 1338.39907492165 169.340556100676 12 82.089552238806 "c3.l34" "3" "34" 19.3609297735541 19.8011397930451 2.89762697605427 30.4335082640186 32.0246599103094 24.4446867185239 "LeftEdge" "APF"
"861" 861 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 218.529 1486.649 810683.9 NA NA NA NA NA NA NA NA NA -77.2705417089851 1500.63634383084 123.762224937113 1350.04935392953 157.690277092792 11 83.5820895522388 "c5.l34" "5" "34" 31.893643135167 23.5752196684662 20.0490546826835 30.3349031391188 9.02598533761106 10.7070670609928 "RightSup" "APF"
"860" 860 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 116.621 1486.104 810683.9 NA NA NA NA NA NA NA NA NA -177.092673913645 1480.11612426293 23.9400927324533 1329.52913436162 178.210496660706 13 80.5970149253731 "c1.l34" "1" "34" 23.6368023956105 30.2528888948467 19.0839236528168 12.5670061764124 27.9320596010913 9.68735733791648 "RightEdge" "APF"
"859" 859 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 474.659 1485.559 810683.9 NA NA NA NA NA NA NA NA NA 174.099353343031 1549.79873658728 375.132119989129 1399.21174668597 108.527884336352 8 88.0597014925373 "c12.l36" "12" "36" 38.669251549204 49.5423845658787 39.8001578487339 10.3639485896616 29.6626914417039 9.92022501038396 "RightEdge" "APF"
"858" 858 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 129.7 1485.559 810683.9 NA NA NA NA NA NA NA NA NA -164.160775962633 1482.14671072615 36.8719906834652 1331.55972082484 176.179910197485 13 80.5970149253731 "c2.l34" "2" "34" 14.9951619189105 26.8888597854102 9.93543778909257 22.3955206158003 30.8136245173038 18.7203171037596 "LeftEdge" "APF"
"857" 857 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 171.662 1485.014 810683.9 NA NA NA NA NA NA NA NA NA -122.90676635564 1489.84171952057 78.1260002904579 1339.25472961925 168.484901403068 12 82.089552238806 "c3.l34" "3" "34" 30.3007977957439 31.1516409714657 23.8581728937713 17.4186072982032 22.108948371952 4.21435809045377 "RightEdge" "APF"
"856" 856 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 425.068 1484.469 810683.9 NA NA NA NA NA NA NA NA NA 125.685143642143 1539.00430839314 326.717910288241 1388.41731849183 119.322312530493 9 86.5671641791045 "c11.l35" "11" "35" 44.6410125060716 29.5717166889863 32.4852773596201 38.1910764786763 10.9448318784368 19.9588663874794 "RightSup" "APF"
"855" 855 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 406.54 1484.469 810683.9 NA NA NA NA NA NA NA NA NA 107.516944882942 1535.3706686413 308.54971152904 1384.78367873999 122.955952282333 9 86.5671641791045 "c11.l35" "11" "35" 32.3165786663487 13.8312487931885 15.4748952280679 43.7566273236298 29.459714704133 31.6297506525668 "LeftSup" "APF"
"854" 854 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 530.245 1483.379 810683.9 NA NA NA NA NA NA NA NA NA 229.033443956588 1558.56238220207 430.066210602686 1407.97539230075 99.7642387215674 7 89.5522388059701 "c14.l36" "14" "36" 26.8206343412414 28.9147167770063 19.6194237897815 28.5595396658005 19.4296209542288 14.2690067655683 "RightEdge" "APF"
"853" 853 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 232.153 1481.744 810683.9 NA NA NA NA NA NA NA NA NA -62.9491609405192 1498.4984818417 138.083605705579 1347.91149194039 159.828139081934 12 82.089552238806 "c6.l34" "6" "34" 29.1881773760956 18.4783974139811 14.5087676914711 34.5668123484393 12.1280421810316 16.8103984542141 "RightSup" "APF"
"852" 852 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 490.463 1480.654 810683.9 NA NA NA NA NA NA NA NA NA 190.558399984503 1548.08840777274 391.591166630601 1397.50141787143 110.238213150892 8 88.0597014925373 "c13.l36" "13" "36" 16.6728718458543 34.5732115638735 18.4773732982674 20.6007620789024 36.8360863374354 22.3128322027432 "LeftInf" "APF"
"851" 851 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 249.591 1480.109 810683.9 NA NA NA NA NA NA NA NA NA -45.52914523687 1500.31510560149 155.503621409228 1349.72811570017 158.011515322149 12 82.089552238806 "c7.l34" "7" "34" 32.6068688676264 10.4630590476292 14.0696227967658 60.7431120524443 42.843458124551 48.6237339397837 "LeftSup" "APF"
"850" 850 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 387.466 1478.474 810683.9 NA NA NA NA NA NA NA NA NA 89.9890653049665 1525.75136832891 291.021831951065 1375.1643784276 132.575252594726 10 85.0746268656716 "c10.l35" "10" "35" 32.3677119009057 31.3245676563837 25.2284399693722 22.0625310548371 19.1120802210316 6.9031497044024 "RightEdge" "APF"
"849" 849 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 178.202 1477.929 810683.9 NA NA NA NA NA NA NA NA NA -115.104285919168 1484.1769049571 85.9284807269304 1333.58991505579 174.149715966534 13 80.5970149253731 "c4.l34" "4" "34" 11.3415290307314 28.4530651640513 9.52668221080041 24.553824584028 32.6497726718668 21.2112197871367 "LeftEdge" "APF"
"848" 848 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 456.131 1477.929 810683.9 NA NA NA NA NA NA NA NA NA 157.427520694934 1538.68326627992 358.460287341032 1388.09627637861 119.643354643714 9 86.5671641791045 "c12.l35" "12" "35" 42.1803296019867 21.3925908174484 26.9739520159188 42.7757525406762 18.778153069028 26.378803028323 "RightSup" "APF"
"847" 847 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 137.875 1476.294 810683.9 NA NA NA NA NA NA NA NA NA -154.327512946805 1474.66488017063 46.7052536992937 1324.07789026931 183.661740753007 13 80.5970149253731 "c2.l34" "2" "34" 17.9082643442738 37.7286316995649 22.2903091985494 10.0907860476576 34.2887366945309 16.2388911652086 "RightInf" "APF"
"846" 846 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 556.403 1474.659 810683.9 NA NA NA NA NA NA NA NA NA 256.393605969716 1555.14172457299 457.426372615814 1404.55473467167 103.184896350647 7 89.5522388059701 "c15.l36" "15" "36" 26.0579997134142 22.762818025545 14.339052711609 32.2434620953824 29.5912528940725 23.762794356276 "LeftEdge" "APF"
"845" 845 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 534.605 1474.114 810683.9 NA NA NA NA NA NA NA NA NA 235.125791694655 1550.33236859099 436.158558340754 1399.74537868968 107.994252332641 8 88.0597014925373 "c14.l36" "14" "36" 27.5317806289386 39.1080429179407 27.4032322217335 18.5121119374295 23.6324709856544 7.59090261681527 "RightEdge" "APF"
"844" 844 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 543.869 1473.025 810683.9 NA NA NA NA NA NA NA NA NA 244.423461545421 1551.08133611109 445.45622819152 1400.49434620977 107.245284812549 8 88.0597014925373 "c15.l36" "15" "36" 17.9621653676231 21.9338540153967 2.98202686664613 39.8542765287651 41.7891038462633 35.6983910940329 "LeftEdge" "APF"
"843" 843 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 154.768 1470.845 810683.9 NA NA NA NA NA NA NA NA NA -136.69392677199 1472.63468593968 64.3388398741084 1322.04769603836 185.691934983957 13 80.5970149253731 "c3.l34" "3" "34" 9.32352974198085 37.4564102142214 19.2324285826068 18.8506696510612 42.1120933001557 26.1924063262708 "LeftInf" "APF"
"842" 842 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 209.809 1470.3 810683.9 NA NA NA NA NA NA NA NA NA -82.6149025076357 1482.89469766557 118.417864138463 1332.30770776425 175.431923258068 13 80.5970149253731 "c5.l34" "5" "34" 14.4959581750734 32.8599690487646 16.1375974325159 16.1057269422152 27.2093595918835 10.6618830433541 "RightEdge" "APF"
"841" 841 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 106.812 1469.21 810683.9 NA NA NA NA NA NA NA NA NA -183.398003774473 1461.62649115824 17.6347628716255 1311.03950125692 196.700129765399 14 79.1044776119403 "c1.l33" "1" "33" 35.6112631062771 12.6807391422055 18.307414353756 36.0185120811708 14.1452250334835 19.1346387833666 "LeftSup" "APF"
"840" 840 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 506.267 1469.21 810683.9 NA NA NA NA NA NA NA NA NA 208.299850033644 1539.96606191986 409.332616679742 1389.37907201855 118.360559003775 8 88.0597014925373 "c13.l35" "13" "35" 51.8268591563754 32.1204658564083 38.2560198998574 39.4790729032615 1.26682081893761 19.6712499796726 "RightSup" "APF"
"839" 839 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 234.332 1468.665 810683.9 NA NA NA NA NA NA NA NA NA -58.2474727167164 1486.10080424281 142.785293929382 1335.51381434149 172.225816680829 12 82.089552238806 "c6.l34" "6" "34" 20.6225344273369 30.5347147093256 17.1065124866132 21.4416925899437 20.935896727751 7.78726595855365 "RightEdge" "APF"
"838" 838 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 572.207 1468.665 810683.9 NA NA NA NA NA NA NA NA NA 273.066223082353 1552.36354340262 474.098989728452 1401.77655350131 105.963077521015 7 89.5522388059701 "c15.l36" "15" "36" 36.2543586263451 37.1142867055819 30.8698917140634 20.3550467316447 21.6938338039767 7.03590960935416 "RightEdge" "APF"
"837" 837 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 474.659 1467.575 810683.9 NA NA NA NA NA NA NA NA NA 177.626305917356 1532.16397371566 378.659072563454 1381.57698381434 126.162647207977 9 86.5671641791045 "c13.l35" "13" "35" 32.3517793426331 7.62033701959415 12.5300762814065 44.1000047329303 32.9075924399302 33.4771129047461 "LeftSup" "APF"
"836" 836 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 169.482 1466.485 810683.9 NA NA NA NA NA NA NA NA NA -121.410596360671 1471.24500700609 79.6221702854271 1320.65801710477 187.081613917547 13 80.5970149253731 "c3.l33" "3" "33" 44.0784965030574 24.1820891052113 29.6828707416414 38.1747937118752 4.04823891643724 18.7345531636486 "RightSup" "APF"
"835" 835 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 123.161 1464.305 810683.9 NA NA NA NA NA NA NA NA NA -166.404540664749 1460.02304563735 34.6282259813491 1309.43605573603 198.303575286288 14 79.1044776119403 "c2.l33" "2" "33" 29.7878556577729 10.1933405605391 10.631762210987 39.5555546207551 22.9960609945744 25.7674122302695 "LeftSup" "APF"
"834" 834 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 494.823 1463.76 810683.9 NA NA NA NA NA NA NA NA NA 198.14691771754 1532.37754418682 399.179684363638 1381.79055428551 125.949076736812 9 86.5671641791045 "c13.l35" "13" "35" 39.638310085922 23.1372593398711 25.6498231625217 33.4702744585696 13.7905740784097 16.1887819952783 "RightSup" "APF"
"833" 833 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 426.703 1461.035 810683.9 NA NA NA NA NA NA NA NA NA 131.884178557726 1516.34603071995 332.916945203824 1365.75904081864 141.980590203683 10 85.0746268656716 "c11.l35" "11" "35" 36.7648786293384 44.744619396482 36.0348257268438 14.7032398711674 25.8369820411887 7.14492586402945 "RightEdge" "APF"
"832" 832 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 139.51 1461.035 810683.9 NA NA NA NA NA NA NA NA NA -149.731727435977 1460.02284952121 51.3010392101218 1309.4358596199 198.303771402423 14 79.1044776119403 "c2.l33" "2" "33" 33.8017432817698 23.3505487231302 21.4785261774225 30.7394792179288 10.5437816825327 12.0529095704304 "RightSup" "APF"
"831" 831 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 538.965 1460.49 810683.9 NA NA NA NA NA NA NA NA NA 242.07300966579 1537.82800381458 443.105776311889 1387.24101391327 120.498617109052 9 86.5671641791045 "c14.l36" "14" "36" 32.5969855973162 53.1779727698191 39.4011203195053 4.58181315654639 35.0690693605747 15.2460530863323 "RightInf" "APF"
"830" 830 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 518.256 1460.49 810683.9 NA NA NA NA NA NA NA NA NA 221.766164452907 1533.76663477201 422.798931099005 1383.17964487069 124.559986151628 9 86.5671641791045 "c14.l35" "14" "35" 35.8977903955436 13.7647760242183 18.5988512214665 44.3234442310105 20.4999052516062 28.2604241893737 "LeftSup" "APF"
"829" 829 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 195.64 1459.946 810683.9 NA NA NA NA NA NA NA NA NA -94.4781636382796 1469.96299583069 106.554603007819 1319.37600592938 188.363625092945 14 79.1044776119403 "c4.l33" "4" "33" 39.2945115350836 23.5921799394065 25.7770580389667 36.816340668324 3.30473197573093 17.0842891385723 "RightSup" "APF"
"828" 828 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 561.853 1456.676 810683.9 NA NA NA NA NA NA NA NA NA 265.264527110421 1538.57677521854 466.297293756519 1387.98978531723 119.749845705094 9 86.5671641791045 "c15.l36" "15" "36" 23.6136238113746 41.3785532540993 27.2382041507115 15.731015398295 37.3760262670734 20.7182272465377 "RightInf" "APF"
"827" 827 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 457.221 1456.131 810683.9 NA NA NA NA NA NA NA NA NA 162.771293145179 1517.52233529851 363.804059791277 1366.9353453972 140.804285625124 10 85.0746268656716 "c12.l35" "12" "35" 30.6926575230605 35.9506725805599 26.9523200515435 21.7163063559973 25.8703646269338 13.2320102022927 "RightEdge" "APF"
"826" 826 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 246.322 1454.496 810683.9 NA NA NA NA NA NA NA NA NA -43.7115408964093 1474.55838910925 157.321225749689 1323.97139920793 183.768231814387 13 80.5970149253731 "c7.l34" "7" "34" 7.63229987217455 33.6076568370468 14.3344282885173 50.0420931086899 51.8213710884928 46.8663686602548 "LeftInf" "APF"
"825" 825 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 208.174 1452.861 810683.9 NA NA NA NA NA NA NA NA NA -80.7980826317156 1465.47370138124 120.234684014383 1314.88671147993 192.852919542393 14 79.1044776119403 "c5.l33" "5" "33" 31.8447861518514 14.5446397450336 14.8831889639474 37.3101075677006 10.2395415364375 18.8799055914357 "RightSup" "APF"
"824" 824 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 224.523 1452.316 810683.9 NA NA NA NA NA NA NA NA NA -64.6596858711945 1468.14558760637 136.373080774904 1317.55859770505 190.18103331727 14 79.1044776119403 "c6.l33" "6" "33" 36.2826461052454 7.81717125721649 17.2271284251957 46.7301766957295 17.505308233917 29.1974580316312 "LeftSup" "APF"
"823" 823 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 112.262 1451.226 810683.9 NA NA NA NA NA NA NA NA NA -174.526886517632 1445.06056122311 26.5058801284661 1294.4735713218 213.266059700521 15 77.6119402985075 "c1.l33" "1" "33" 24.26181837408 29.1824123100118 18.4608864152219 17.2357327346398 24.1178094807089 7.53616003008834 "RightEdge" "APF"
"822" 822 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 411.989 1450.681 810683.9 NA NA NA NA NA NA NA NA NA 119.486500958831 1503.30744559143 320.519267604929 1352.72045569011 155.01917533221 11 83.5820895522388 "c11.l34" "11" "34" 38.4094951371295 22.5656752769891 23.8122145726403 51.7705775282953 16.681787335833 32.0674893854115 "RightSup" "APF"
"821" 821 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 486.104 1450.136 810683.9 NA NA NA NA NA NA NA NA NA 192.269121031313 1517.30817647894 393.301887677412 1366.72118657763 141.018444444695 10 85.0746268656716 "c13.l35" "13" "35" 24.221285731148 27.5282804520377 16.6399424191472 23.2423025508293 28.6248752041545 16.9307741635597 "LeftEdge" "APF"
"820" 820 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 498.093 1450.136 810683.9 NA NA NA NA NA NA NA NA NA 204.025302752172 1519.65941282311 405.05806939827 1369.0724229218 138.667208100524 10 85.0746268656716 "c13.l35" "13" "35" 34.7558603791825 34.2749125777363 28.2138079955348 19.6449758930744 21.1980353916554 4.94954046061667 "RightEdge" "APF"
"819" 819 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 150.954 1450.136 810683.9 NA NA NA NA NA NA NA NA NA -136.372492426499 1451.57985378738 64.6602742195998 1300.99286388606 206.746767136258 14 79.1044776119403 "c3.l33" "3" "33" 20.772156031443 20.3077630298432 6.25883571195304 30.3907525439211 28.4483964251564 21.9222826202369 "LeftEdge" "APF"
"818" 818 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 398.91 1449.046 810683.9 NA NA NA NA NA NA NA NA NA 106.98213618242 1499.1391932552 308.014902828518 1348.55220335388 159.187427668437 12 82.089552238806 "c11.l34" "11" "34" 33.4205443266754 11.511422551163 14.1242653004313 57.6178620763736 29.3216536924734 40.4830237886766 "LeftSup" "APF"
"817" 817 "Lz.Fa.73.06_19_18.170.S" "Lz.Fa.73.06_19_18" "Fa.73" "06_19_18" 2018 170 "Fa" 73 "RP" "S" "APF" "03_SCW Axial Parenchyma_Fibers" 541.144 1447.411 810683.9 NA NA NA NA NA NA NA NA NA 246.774697889593 1525.43032621569 447.807464535691 1374.84333631437 132.896294707947 10 85.0746268656716 "c15.l35" "15" "35" 32.4388170755437 9.0295971794173 13.1586436494321 44.3889724397862 34.1975553193003 34.2863598175477 "LeftSup" "APF"
